Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date,Price_Per_SQM,Amenity_Score,Listing_Month,Distance_to_CBD_KM
Parklands,Apartment,2,2,80,"Security, Parking",170000,For Rent,2025-12-24,2125.0,2,12,4.8
Ololua Estate,House,5,5,250,"Security, Parking",95000000,For Sale,2026-01-13,380000.0,2,1,10.0
Migaa Golf Estate,House,4,4,180,"Security, Parking",28000000,For Sale,2026-02-03,155555.55555555556,2,2,10.0
State House,Apartment,2,2,80,"Security, Parking",90000,For Rent,2026-01-06,1125.0,2,1,10.0
Riverside,Apartment,3,3,120,"Security, Parking",90000,For Rent,2026-01-12,750.0,2,1,2.5
Waiyaki Way,Apartment,2,2,80,"Security, Parking",150000,For Rent,2026-01-08,1875.0,2,1,10.0
Changamwe,House,4,4,180,"Security, Parking",8000000,For Sale,2025-12-19,44444.444444444445,2,12,10.0
Aloo Drive,Villa,7,7,250,"Security, Parking",80000000,For Sale,2025-12-25,320000.0,2,12,10.0
Westlands,Apartment,3,2,120,"Security, Parking",90000,For Rent,2026-01-22,750.0,2,1,5.2
Kilimani,Apartment,2,2,80,"Security, Parking",65000,For Rent,2025-12-09,812.5,2,12,3.8
1 Kilimani,Apartment,3,3,120,"Security, Parking",120000,For Rent,2026-02-15,1000.0,2,2,10.0
Naivasha Road,Apartment,3,2,120,"Security, Parking",60000,For Rent,2025-12-16,500.0,2,12,10.0
Peponi Road,Apartment,2,2,80,"Security, Parking",165000,For Rent,2025-12-27,2062.5,2,12,10.0
9,Apartment,2,3,140,"Security, Parking",90000,For Rent,2025-11-23,642.8571428571429,2,11,10.0
Syokimau,Apartment,3,2,120,"Security, Parking",30000,For Rent,2025-12-28,250.0,2,12,18.5
Westlands,Townhouse,5,5,250,"Security, Parking",50000000,For Sale,2025-12-11,200000.0,2,12,5.2
11,House,3,3,120,"Security, Parking",7950000,For Sale,2025-12-24,66250.0,2,12,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",160000,For Rent,2025-12-01,2000.0,2,12,4.2
George Pardmore Lane,Apartment,1,1,50,"Security, Parking",60000,For Rent,2026-01-30,1200.0,2,1,10.0
Miotoni West Road,House,5,5,250,"Security, Parking",245403755,For Sale,2025-12-23,981615.02,2,12,10.0
9 Riverside Garden Close,Apartment,3,4,120,"Security, Parking",110000,For Rent,2025-12-04,916.6666666666666,2,12,10.0
Westlands,Apartment,2,2,80,"Security, Parking",100000,For Rent,2025-11-22,1250.0,2,11,5.2
Mombasa Road,House,3,3,120,"Security, Parking",16850000,For Sale,2025-12-10,140416.66666666666,2,12,10.0
Nyali Area,House,5,5,250,"Security, Parking",68000000,For Sale,2025-12-22,272000.0,2,12,10.0
Sunny Side Apartment,Apartment,3,3,120,"Security, Parking",80000,For Rent,2026-01-06,666.6666666666666,2,1,10.0
Brookside,Townhouse,4,4,180,"Security, Parking",49000000,For Sale,2026-02-01,272222.22222222225,2,2,10.0
Lavington,Townhouse,4,4,180,"Security, Parking",65000000,For Sale,2025-12-28,361111.1111111111,2,12,4.5
Kilifi,Villa,3,3,120,"Security, Parking",40000000,For Sale,2025-12-13,333333.3333333333,2,12,10.0
Ngong,House,3,3,120,"Security, Parking",5700000,For Sale,2025-12-23,47500.0,2,12,10.0
Lavington,House,6,6,250,"Security, Parking",110000000,For Sale,2025-12-14,440000.0,2,12,4.5
Argwings Kodhek Road,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-02-08,625.0,2,2,10.0
Kiambere Road,Apartment,3,2,120,"Security, Parking",240000,For Rent,2025-12-14,2000.0,2,12,10.0
Ruaka,Apartment,2,2,100,"Security, Parking",40000,For Rent,2026-01-18,400.0,2,1,12.3
Lavington,Villa,5,5,250,"Security, Parking",65000000,For Sale,2026-01-13,260000.0,2,1,4.5
Kolobot Drive,Apartment,3,2,120,"Security, Parking",120000,For Rent,2026-02-01,1000.0,2,2,10.0
Namanga,Villa,5,5,250,"Security, Parking",20000000,For Sale,2025-12-14,80000.0,2,12,10.0
99,House,5,5,250,"Security, Parking",150000000,For Sale,2025-11-23,600000.0,2,11,10.0
Riverside,Apartment,4,3,180,"Security, Parking",110000,For Rent,2026-01-24,611.1111111111111,2,1,2.5
Kilifi,Villa,2,2,80,"Security, Parking",4600000,For Sale,2026-01-31,57500.0,2,1,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",100000,For Rent,2025-12-29,1250.0,2,12,4.2
Ondiri,House,5,5,250,"Security, Parking",16500000,For Sale,2026-01-12,66000.0,2,1,10.0
Brookside,Apartment,3,3,200,"Security, Parking",110000,For Rent,2025-11-23,550.0,2,11,10.0
Walk To Yaya,Apartment,3,4,120,"Security, Parking",110000,For Rent,2026-01-27,916.6666666666666,2,1,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",80000,For Rent,2025-12-01,666.6666666666666,2,12,3.8
Runda,Townhouse,7,7,250,"Security, Parking",140000000,For Sale,2026-02-05,560000.0,2,2,9.8
Kamulu1,House,3,3,120,"Security, Parking",5990000,For Sale,2025-12-13,49916.666666666664,2,12,10.0
Karen,House,4,4,180,"Security, Parking",68000000,For Sale,2025-12-11,377777.77777777775,2,12,13.5
67,House,6,6,250,"Security, Parking",120000000,For Sale,2026-02-01,480000.0,2,2,10.0
Mtwapa,Townhouse,3,3,120,"Security, Parking",7500000,For Sale,2025-12-18,62500.0,2,12,10.0
Lavington,Apartment,3,3,120,"Security, Parking",150000,For Rent,2025-11-25,1250.0,2,11,4.5
Syokimau,Apartment,3,4,120,"Security, Parking",45000,For Rent,2025-11-23,375.0,2,11,18.5
Ruiru-Githunguri Road,Villa,4,4,180,"Security, Parking",15500000,For Sale,2025-12-15,86111.11111111111,2,12,10.0
Kilimani,Apartment,2,3,80,"Security, Parking",85000,For Rent,2026-01-14,1062.5,2,1,3.8
Bamburi,Villa,4,4,180,"Security, Parking",200000000,For Sale,2026-02-07,1111111.111111111,2,2,10.0
Loresho,Apartment,4,4,180,"Security, Parking",160000,For Rent,2025-12-03,888.8888888888889,2,12,7.5
Gacharage,Apartment,2,2,80,"Security, Parking",40000,For Rent,2026-01-04,500.0,2,1,10.0
Comboni Crescent,Villa,8,8,250,"Security, Parking",200000000,For Sale,2026-02-03,800000.0,2,2,10.0
Westlands Avenue,Apartment,3,3,120,"Security, Parking",110000,For Rent,2025-12-23,916.6666666666666,2,12,10.0
Lower Kabete,Villa,5,5,250,"Security, Parking",100000000,For Sale,2026-01-18,400000.0,2,1,10.0
Thika,Villa,5,5,250,"Security, Parking",24000000,For Sale,2026-01-15,96000.0,2,1,10.0
Westlands,Apartment,3,3,2023,"Security, Parking",140000,For Rent,2026-01-12,69.20415224913495,2,1,5.2
Greenpark Naivasha,House,5,5,250,"Security, Parking",95000000,For Sale,2026-01-08,380000.0,2,1,10.0
Kiambu Road,House,7,7,250,"Security, Parking",165000000,For Sale,2026-02-05,660000.0,2,2,8.8
Bofa Beach,Villa,4,4,180,"Security, Parking",170000000,For Sale,2026-01-05,944444.4444444445,2,1,10.0
Nyali,Apartment,3,4,2500,"Security, Parking",88000,For Rent,2025-12-16,35.2,2,12,10.0
Kileleshwa,Apartment,1,1,50,"Security, Parking",90000,For Rent,2025-11-19,1800.0,2,11,4.2
Kiambu Road,Villa,4,4,180,"Security, Parking",28000000,For Sale,2025-12-22,155555.55555555556,2,12,8.8
Lavington,Apartment,2,2,80,"Security, Parking",80000,For Rent,2025-12-20,1000.0,2,12,4.5
Muthaiga,House,6,6,250,"Security, Parking",350000000,For Sale,2026-02-08,1400000.0,2,2,7.2
Westlands,House,4,4,180,"Security, Parking",25000000,For Sale,2025-12-04,138888.88888888888,2,12,5.2
Mtwapa Animo Phase (3),Townhouse,3,3,120,"Security, Parking",7500000,For Sale,2026-02-01,62500.0,2,2,10.0
Nyali,House,5,5,250,"Security, Parking",32000000,For Sale,2026-01-21,128000.0,2,1,10.0
Vipingo,House,3,3,120,"Security, Parking",68000000,For Sale,2026-02-15,566666.6666666666,2,2,10.0
Ngumo Estate,Townhouse,3,3,120,"Security, Parking",16000000,For Sale,2026-01-20,133333.33333333334,2,1,10.0
Loresho,House,4,4,180,"Security, Parking",125000000,For Sale,2025-11-24,694444.4444444445,2,11,7.5
Parklands Road,Apartment,4,4,279,"Security, Parking",170000,For Rent,2026-01-30,609.3189964157706,2,1,10.0
Oldonyo Sabuk,Apartment,2,1,80,"Security, Parking",100000,For Rent,2026-01-09,1250.0,2,1,10.0
Kilimani,Apartment,3,2,120,"Security, Parking",75000,For Rent,2026-02-04,625.0,2,2,3.8
Loresho,Apartment,3,3,120,"Security, Parking",75000,For Rent,2026-01-24,625.0,2,1,7.5
Kileleshwa,Apartment,3,2,120,"Security, Parking",65000,For Rent,2026-01-08,541.6666666666666,2,1,4.2
Upper Waiyaki Way,Townhouse,3,3,120,"Security, Parking",15000000,For Sale,2026-01-13,125000.0,2,1,10.0
Westlands,Apartment,3,3,120,"Security, Parking",128000,For Rent,2025-12-10,1066.6666666666667,2,12,5.2
Kitengela,Townhouse,4,4,180,"Security, Parking",17000000,For Sale,2026-01-05,94444.44444444444,2,1,10.0
Windsor Thindigwa Kiambu,Townhouse,5,5,250,"Security, Parking",29850000,For Sale,2025-12-26,119400.0,2,12,10.0
Kitengela,Townhouse,3,3,120,"Security, Parking",12000000,For Sale,2025-12-15,100000.0,2,12,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",65000000,For Sale,2026-01-26,260000.0,2,1,4.5
Parklands,Apartment,4,4,300,"Security, Parking",120000,For Rent,2026-01-22,400.0,2,1,4.8
Suguta Road,Apartment,3,3,120,"Security, Parking",95000,For Rent,2026-02-16,791.6666666666666,2,2,10.0
Off South Lake Road,House,4,4,180,"Security, Parking",165000000,For Sale,2025-12-18,916666.6666666666,2,12,10.0
Nairobi,House,4,4,180,"Security, Parking",85000000,For Sale,2026-01-12,472222.22222222225,2,1,10.0
Gatundu Rd,Apartment,3,3,23,"Security, Parking",150000,For Rent,2026-01-18,6521.739130434783,2,1,10.0
Makueni Rd,Apartment,3,3,120,"Security, Parking",100000,For Rent,2026-01-12,833.3333333333334,2,1,10.0
Lenana Rd,Apartment,1,2,86,"Security, Parking",105000,For Rent,2026-02-08,1220.9302325581396,2,2,10.0
87,House,7,7,250,"Security, Parking",130000000,For Sale,2026-02-11,520000.0,2,2,10.0
Mwananchi Road,House,5,5,250,"Security, Parking",24000000,For Sale,2026-02-10,96000.0,2,2,10.0
Riverside,Apartment,3,4,120,"Security, Parking",160000,For Rent,2026-01-16,1333.3333333333333,2,1,2.5
Tecla Leroupe Rd,Villa,3,3,120,"Security, Parking",12000000,For Sale,2026-01-25,100000.0,2,1,10.0
Kileleshwa,Apartment,2,2,80,"Security, Parking",150000,For Rent,2026-01-10,1875.0,2,1,4.2
Parklands,Apartment,2,2,80,"Security, Parking",75000,For Rent,2025-12-01,937.5,2,12,4.8
Red Hill Drive,Villa,5,5,250,"Security, Parking",130000000,For Sale,2026-01-13,520000.0,2,1,10.0
Kilimani,Apartment,3,4,120,"Security, Parking",115000,For Rent,2026-02-09,958.3333333333334,2,2,3.8
Waiyaki Way,Apartment,3,4,2000,"Security, Parking",120000,For Rent,2026-02-10,60.0,2,2,10.0
Nyari Central,House,5,5,250,"Security, Parking",130000000,For Sale,2026-02-06,520000.0,2,2,10.0
Gatundu Road,House,3,3,120,"Security, Parking",7500000,For Sale,2026-01-07,62500.0,2,1,10.0
Yaya,Apartment,1,1,120,"Security, Parking",100000,For Rent,2025-12-19,833.3333333333334,2,12,10.0
Kenyatta Road,House,4,4,180,"Security, Parking",27000000,For Sale,2026-01-02,150000.0,2,1,10.0
Oledume,Apartment,3,5,120,"Security, Parking",85000,For Rent,2025-12-23,708.3333333333334,2,12,10.0
Kitengela,Apartment,2,2,80,"Security, Parking",75000,For Rent,2026-02-03,937.5,2,2,10.0
Parklands,Apartment,3,5,120,"Security, Parking",160000,For Rent,2025-11-27,1333.3333333333333,2,11,4.8
Westlands,Apartment,2,2,80,"Security, Parking",80000,For Rent,2025-12-31,1000.0,2,12,5.2
Sigona Valley,Townhouse,4,4,180,"Security, Parking",20000000,For Sale,2026-02-05,111111.11111111111,2,2,10.0
Limuru Road,Apartment,2,2,4000,"Security, Parking",25000,For Rent,2026-02-06,6.25,2,2,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",75000000,For Sale,2026-01-13,300000.0,2,1,4.5
Riverside,Apartment,3,3,120,"Security, Parking",170000,For Rent,2026-01-06,1416.6666666666667,2,1,2.5
Westlands,Apartment,3,3,120,"Security, Parking",120000,For Rent,2025-12-10,1000.0,2,12,5.2
Membley,House,4,4,180,"Security, Parking",17500000,For Sale,2025-12-08,97222.22222222222,2,12,10.0
Westlands,Apartment,2,2,80,"Security, Parking",160000,For Rent,2025-12-19,2000.0,2,12,5.2
Beach Road Nyali,House,4,4,180,"Security, Parking",33000000,For Sale,2025-11-24,183333.33333333334,2,11,10.0
River Edge Estate,House,4,4,180,"Security, Parking",35500000,For Sale,2026-02-16,197222.22222222222,2,2,10.0
School Lane,Apartment,2,1,120,"Security, Parking",89996,For Rent,2026-01-12,749.9666666666667,2,1,10.0
Westlands,Apartment,3,3,120,"Security, Parking",130000,For Rent,2025-12-24,1083.3333333333333,2,12,5.2
Kiambu Road,Villa,4,4,180,"Security, Parking",29900000,For Sale,2025-12-26,166111.11111111112,2,12,8.8
Ongata Rongai,Apartment,2,2,80,"Security, Parking",20000,For Rent,2025-11-19,250.0,2,11,10.0
Kitengela,House,3,3,120,"Security, Parking",6000000,For Sale,2025-12-05,50000.0,2,12,10.0
Two Rivers,House,4,4,180,"Security, Parking",47000000,For Sale,2025-12-17,261111.11111111112,2,12,10.0
Loresho,Townhouse,4,4,180,"Security, Parking",40000000,For Sale,2025-12-06,222222.22222222222,2,12,7.5
Kilimani,Apartment,2,2,80,"Security, Parking",125000,For Rent,2026-01-20,1562.5,2,1,3.8
Nyali Area,House,3,3,120,"Security, Parking",36000000,For Sale,2025-11-24,300000.0,2,11,10.0
Thigiri,Apartment,1,1,50,"Security, Parking",90000,For Rent,2025-12-16,1800.0,2,12,10.0
Nyali Area,House,3,3,120,"Security, Parking",28000000,For Sale,2026-01-04,233333.33333333334,2,1,10.0
Westlands,Townhouse,4,4,180,"Security, Parking",35000000,For Sale,2026-01-12,194444.44444444444,2,1,5.2
Off Denis Pritt,Apartment,2,3,80,"Security, Parking",100000,For Rent,2026-02-12,1250.0,2,2,10.0
Raphta Road,Apartment,3,3,325,"Security, Parking",150000,For Rent,2025-11-27,461.53846153846155,2,11,10.0
Karen,House,4,4,180,"Security, Parking",270000000,For Sale,2026-01-16,1500000.0,2,1,13.5
Lavington,House,4,4,180,"Security, Parking",95000000,For Sale,2026-01-13,527777.7777777778,2,1,4.5
Ngong,Villa,4,4,180,"Security, Parking",14500000,For Sale,2026-01-04,80555.55555555556,2,1,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",95000000,For Sale,2025-12-10,380000.0,2,12,4.5
Chania Avenue,Apartment,4,2,180,"Security, Parking",120000,For Rent,2026-01-20,666.6666666666666,2,1,10.0
5874,House,6,6,250,"Security, Parking",28000000,For Sale,2026-01-08,112000.0,2,1,10.0
Riverside,Apartment,3,3,120,"Security, Parking",125000,For Rent,2026-01-09,1041.6666666666667,2,1,2.5
Syokimau,House,4,4,180,"Security, Parking",13800000,For Sale,2025-11-29,76666.66666666667,2,11,18.5
Mugutha,Townhouse,5,5,250,"Security, Parking",20000000,For Sale,2025-11-26,80000.0,2,11,10.0
Kanjata Road,House,7,7,250,"Security, Parking",150000000,For Sale,2026-01-26,600000.0,2,1,10.0
Near Serena Hotel,House,4,4,180,"Security, Parking",17500000,For Sale,2025-11-19,97222.22222222222,2,11,10.0
Riverside,Apartment,3,2,120,"Security, Parking",120000,For Rent,2026-01-06,1000.0,2,1,2.5
Kilimani,Apartment,3,2,120,"Security, Parking",70000,For Rent,2026-02-08,583.3333333333334,2,2,3.8
Nyali Area,Townhouse,4,4,180,"Security, Parking",13000000,For Sale,2025-11-29,72222.22222222222,2,11,10.0
Kiambu Road,Villa,4,4,180,"Security, Parking",30000000,For Sale,2025-11-27,166666.66666666666,2,11,8.8
New Kitisuru,Apartment,3,2,120,"Security, Parking",45000,For Rent,2026-02-08,375.0,2,2,10.0
Karen,Townhouse,4,4,180,"Security, Parking",68000000,For Sale,2025-11-29,377777.77777777775,2,11,13.5
Kiambu Road,House,3,3,120,"Security, Parking",20295000,For Sale,2025-11-20,169125.0,2,11,8.8
67,House,5,5,250,"Security, Parking",230000000,For Sale,2026-02-03,920000.0,2,2,10.0
Westlands,Townhouse,5,5,250,"Security, Parking",45000000,For Sale,2025-12-01,180000.0,2,12,5.2
Kamakis,Villa,4,4,180,"Security, Parking",13100000,For Sale,2025-12-12,72777.77777777778,2,12,10.0
Ongata Rongai,House,4,4,180,"Security, Parking",12000000,For Sale,2025-12-15,66666.66666666667,2,12,10.0
Runda,House,5,5,250,"Security, Parking",150000000,For Sale,2026-02-16,600000.0,2,2,9.8
Imara Daima,Apartment,1,1,50,"Security, Parking",17500,For Rent,2026-01-26,350.0,2,1,10.0
0728M,Townhouse,4,4,180,"Security, Parking",14500000,For Sale,2026-02-04,80555.55555555556,2,2,10.0
Kitengela,Villa,3,3,120,"Security, Parking",13500000,For Sale,2025-12-20,112500.0,2,12,10.0
Acacia Drive,Apartment,2,2,80,"Security, Parking",70000,For Rent,2026-01-26,875.0,2,1,10.0
4,House,6,6,250,"Security, Parking",100000000,For Sale,2025-11-19,400000.0,2,11,10.0
Milimani,House,3,3,120,"Security, Parking",6000000,For Sale,2026-01-21,50000.0,2,1,10.0
Langata,House,4,4,180,"Security, Parking",15000000,For Sale,2026-01-14,83333.33333333333,2,1,11.3
Pepo Lane,House,3,3,120,"Security, Parking",75000000,For Sale,2026-02-15,625000.0,2,2,10.0
Kisumu Central Area,Apartment,2,2,80,"Security, Parking",20000,For Rent,2025-12-26,250.0,2,12,10.0
Lolldaiga,House,4,4,180,"Security, Parking",69000000,For Sale,2025-12-22,383333.3333333333,2,12,10.0
Namanga Road,Townhouse,4,4,180,"Security, Parking",13000000,For Sale,2025-12-17,72222.22222222222,2,12,10.0
Near Kenya High,Apartment,2,3,1400,"Security, Parking",90000,For Rent,2026-02-03,64.28571428571429,2,2,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",48000000,For Sale,2025-12-01,192000.0,2,12,4.5
Runda,Townhouse,4,4,180,"Security, Parking",34400000,For Sale,2026-01-19,191111.11111111112,2,1,9.8
Parklands,Apartment,4,3,180,"Security, Parking",100000,For Rent,2026-01-22,555.5555555555555,2,1,4.8
Chelezo House Kindaruma Rd,Apartment,2,2,80,"Security, Parking",75000,For Rent,2025-12-20,937.5,2,12,10.0
Imara Daima,Apartment,3,3,120,"Security, Parking",50000,For Rent,2026-01-26,416.6666666666667,2,1,10.0
Wambugu Rd,Apartment,3,2,120,"Security, Parking",70000,For Rent,2025-12-17,583.3333333333334,2,12,10.0
Nyali Area,Villa,4,4,180,"Security, Parking",55000000,For Sale,2026-01-02,305555.55555555556,2,1,10.0
Off Gitanga Road,House,5,5,250,"Security, Parking",40000000,For Sale,2026-01-16,160000.0,2,1,10.0
Lavington,Townhouse,5,5,250,"Security, Parking",85000000,For Sale,2025-12-10,340000.0,2,12,4.5
Kiambu Town,Townhouse,4,4,180,"Security, Parking",60000000,For Sale,2025-12-17,333333.3333333333,2,12,10.0
Westlands,Apartment,4,3,180,"Security, Parking",158000,For Rent,2026-01-16,877.7777777777778,2,1,5.2
Lavington,Townhouse,5,5,250,"Security, Parking",80000000,For Sale,2025-11-28,320000.0,2,11,4.5
Spring Valley,Townhouse,5,5,250,"Security, Parking",70000000,For Sale,2026-01-10,280000.0,2,1,6.1
Westlands,Apartment,3,2,120,"Security, Parking",120000,For Rent,2025-12-08,1000.0,2,12,5.2
Ngong,Townhouse,5,5,250,"Security, Parking",23000000,For Sale,2025-12-26,92000.0,2,12,10.0
Kilimani,Apartment,3,5,120,"Security, Parking",75000,For Rent,2025-12-17,625.0,2,12,3.8
Riverside,Apartment,1,1,50,"Security, Parking",90000,For Rent,2025-12-26,1800.0,2,12,2.5
Lavington,House,5,5,250,"Security, Parking",63000000,For Sale,2026-01-29,252000.0,2,1,4.5
Parklands,Apartment,3,3,120,"Security, Parking",140000,For Rent,2025-12-19,1166.6666666666667,2,12,4.8
678,House,4,4,180,"Security, Parking",300000000,For Sale,2026-01-12,1666666.6666666667,2,1,10.0
Loresho,House,4,4,180,"Security, Parking",70000000,For Sale,2025-12-24,388888.8888888889,2,12,7.5
Kilimani,Apartment,2,3,80,"Security, Parking",75000,For Rent,2025-12-13,937.5,2,12,3.8
Westlands,Townhouse,4,4,180,"Security, Parking",70000000,For Sale,2025-12-07,388888.8888888889,2,12,5.2
Riara Road,Apartment,3,2,120,"Security, Parking",70000,For Rent,2025-11-25,583.3333333333334,2,11,10.0
Syokimau,House,4,4,180,"Security, Parking",23000000,For Sale,2026-01-23,127777.77777777778,2,1,18.5
Karen,Townhouse,4,4,180,"Security, Parking",85000000,For Sale,2026-01-26,472222.22222222225,2,1,13.5
Runda,House,5,5,250,"Security, Parking",235000000,For Sale,2025-11-20,940000.0,2,11,9.8
Riverside,Apartment,1,1,50,"Security, Parking",140000,For Rent,2026-02-09,2800.0,2,2,2.5
Nyali Area,Townhouse,4,4,180,"Security, Parking",24000000,For Sale,2026-01-08,133333.33333333334,2,1,10.0
Kilimani,Apartment,3,3,120,"Security, Parking",80000,For Rent,2026-01-03,666.6666666666666,2,1,3.8
Vipingo,House,4,4,180,"Security, Parking",65000000,For Sale,2026-01-17,361111.1111111111,2,1,10.0
Karen Hardy,Villa,5,5,250,"Security, Parking",95000000,For Sale,2026-01-25,380000.0,2,1,10.0
Likoni Road,Apartment,3,3,120,"Security, Parking",120000,For Rent,2026-01-04,1000.0,2,1,10.0
Lavington,Apartment,3,2,120,"Security, Parking",100000,For Rent,2025-12-14,833.3333333333334,2,12,4.5
Waiyaki Way,Apartment,2,2,80,"Security, Parking",140000,For Rent,2026-01-15,1750.0,2,1,10.0
Kilimani,Apartment,3,3,186,"Security, Parking",120000,For Rent,2026-01-09,645.1612903225806,2,1,3.8
School Lane,Townhouse,4,4,180,"Security, Parking",50000000,For Sale,2026-02-15,277777.77777777775,2,2,10.0
22,House,5,5,250,"Security, Parking",85000000,For Sale,2026-01-01,340000.0,2,1,10.0
Thika,House,5,5,250,"Security, Parking",30000000,For Sale,2025-11-23,120000.0,2,11,10.0
Spring Valley,Townhouse,4,4,180,"Security, Parking",90000000,For Sale,2025-12-16,500000.0,2,12,6.1
Brookside,Apartment,3,3,300,"Security, Parking",130000,For Rent,2026-02-17,433.3333333333333,2,2,10.0
Riverside,Apartment,3,4,180,"Security, Parking",130000,For Rent,2026-02-12,722.2222222222222,2,2,2.5
Impala Road,Townhouse,3,3,120,"Security, Parking",16000000,For Sale,2026-02-16,133333.33333333334,2,2,10.0
Karen,House,4,4,180,"Security, Parking",85000000,For Sale,2026-01-10,472222.22222222225,2,1,13.5
