Location,Property_Type,Bedrooms,Bathrooms,Size_SQM,Amenities,Price_KES,Listing_Type,Listing_Date
Argwing kodhek road,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-12-05
Syokimau,House,5,5,0,"Security, Parking",12000000,For Sale,2025-11-20
General Mathenge Drive,Apartment,4,4,3000,"Security, Parking",150000,For Rent,2026-01-15
kilimani,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-02-01
Getathuru,Apartment,1,1,1,"Security, Parking",20000,For Rent,2025-12-26
Parklands Road,Apartment,3,3,186,"Security, Parking",120000,For Rent,2025-12-12
Ruiru,House,4,4,0,"Security, Parking",36500000,For Sale,2026-01-14
Denispritt,Apartment,2,2,2,"Security, Parking",160000,For Rent,2025-12-18
Merryland,House,2,2,0,"Security, Parking",9500000,For Sale,2026-01-28
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-29
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-28
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-17
Riverside,Apartment,3,4,3,"Security, Parking",130000,For Rent,2025-11-22
Kenyatta Road,House,4,4,0,"Security, Parking",10500000,For Sale,2025-12-18
Muigai,Villa,4,4,0,"Security, Parking",14500000,For Sale,2026-02-08
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-21
School lane,Villa,4,4,0,"Security, Parking",47000000,For Sale,2026-01-04
Limuru Road,Apartment,3,2,2024,"Security, Parking",40000,For Rent,2026-02-06
Garden Estate,House,5,5,0,"Security, Parking",90000000,For Sale,2026-01-17
EDENVILLE,Villa,3,3,0,"Security, Parking",25000000,For Sale,2026-01-07
Loresho,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-16
Gigiri,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-26
Naivasha Avenue,Apartment,1,1,4047,"Security, Parking",140000,For Rent,2026-01-13
Nyali,Apartment,3,4,2645,"Security, Parking",88000,For Rent,2025-11-23
1st Parklands Avenue,Apartment,3,4,3,"Security, Parking",135000,For Rent,2026-01-05
Westlands Area,Apartment,3,4,3,"Security, Parking",75000,For Rent,2026-01-03
Chania Avenue,Apartment,4,3,4,"Security, Parking",120000,For Rent,2026-01-17
Lavington,Apartment,3,2,3,"Security, Parking",80000,For Rent,2026-01-09
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-30
Parklands Road,Apartment,3,3,186,"Security, Parking",120000,For Rent,2026-01-26
Lavington,Townhouse,6,6,0,"Security, Parking",65000000,For Sale,2026-01-31
Athi River Area,Apartment,1,1,1,"Security, Parking",17000,For Rent,2026-02-05
Redhill,Villa,5,5,0,"Security, Parking",100000000,For Sale,2025-11-26
Denis Pritt,Apartment,3,3,3,"Security, Parking",75000,For Rent,2025-12-24
Kamiti Road,Apartment,3,2,130,"Security, Parking",50000,For Rent,2026-01-26
Kizingo,Townhouse,5,5,0,"Security, Parking",50000000,For Sale,2025-12-20
Mtwapa,House,3,3,0,"Security, Parking",45000000,For Sale,2026-01-05
Kitengela,Townhouse,3,3,0,"Security, Parking",7200000,For Sale,2025-11-23
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-08
Kinoo,Townhouse,6,6,0,"Security, Parking",16000000,For Sale,2025-12-15
Kitisuru,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-22
General mathenge,Apartment,3,3,3,"Security, Parking",170000,For Rent,2025-12-29
Kyuna,House,6,6,0,"Security, Parking",290000000,For Sale,2026-02-09
Ngong,Townhouse,4,4,0,"Security, Parking",14500000,For Sale,2025-12-23
Kilimani,Apartment,3,4,3,"Security, Parking",90000,For Rent,2025-12-03
Langata,House,4,4,0,"Security, Parking",20000000,For Sale,2025-12-06
Riara,Apartment,2,2,2,"Security, Parking",60000,For Rent,2025-12-04
Syokimau,House,4,4,0,"Security, Parking",11500000,For Sale,2025-12-16
Nyali Area,House,3,3,0,"Security, Parking",22000000,For Sale,2026-02-17
Kiambu Road,House,4,4,0,"Security, Parking",24500000,For Sale,2025-12-11
New Kitusuru,Apartment,2,2,2,"Security, Parking",30000,For Rent,2025-12-14
Kiserian,Villa,3,3,0,"Security, Parking",6100000,For Sale,2025-12-31
Watamu,House,5,5,0,"Security, Parking",90000000,For Sale,2025-12-13
Upper Hill,Apartment,2,2,2,"Security, Parking",65000,For Rent,2026-01-28
Kileleshwa,Apartment,3,2,3,"Security, Parking",65000,For Rent,2026-01-18
EDENVILLE PHASE 2,Townhouse,4,4,0,"Security, Parking",24500000,For Sale,2026-02-04
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-16
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-21
Kitengela,House,3,3,0,"Security, Parking",6500000,For Sale,2025-12-17
Kileleshwa,Apartment,1,1,80,"Security, Parking",65000,For Rent,2025-11-20
Kisumu West,Apartment,1,1,1,"Security, Parking",30000,For Rent,2025-12-26
Nyali,House,4,4,0,"Security, Parking",50000000,For Sale,2026-01-23
Ruiru,House,3,3,0,"Security, Parking",9500000,For Sale,2026-02-04
Langata,House,3,3,0,"Security, Parking",16000000,For Sale,2025-12-30
Buruburu,House,3,3,0,"Security, Parking",13000000,For Sale,2026-02-05
Thindigua,Apartment,3,4,3,"Security, Parking",56000,For Rent,2026-02-13
Lavington,Apartment,3,2,3,"Security, Parking",85000,For Rent,2026-01-02
Limuru Road,Apartment,1,1,4000,"Security, Parking",20000,For Rent,2026-01-14
6,Apartment,3,1,150,"Security, Parking",50000,For Rent,2026-01-15
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-04
Rhapta Road,Apartment,2,2,2,"Security, Parking",80000,For Rent,2025-12-18
Jomo Kenyatta Road,House,6,6,0,"Security, Parking",132000000,For Sale,2026-02-17
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-13
Guango Estate,House,4,4,0,"Security, Parking",15000000,For Sale,2025-11-29
Watamu,House,4,4,0,"Security, Parking",60000000,For Sale,2026-01-21
Kileleshwa,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-05
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-28
Ole-ndume road,Apartment,4,3,4,"Security, Parking",160000,For Rent,2026-01-11
Kitisuru,House,5,5,0,"Security, Parking",90000000,For Sale,2025-11-25
Mandera Road,Apartment,1,2,120,"Security, Parking",130000,For Rent,2026-01-06
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-17
Runda,Apartment,2,2,2,"Security, Parking",100000,For Rent,2025-11-26
MUCHATHA- NATIONAL OIL,Apartment,2,2,2,"Security, Parking",16000,For Rent,2025-11-22
Riverside,House,5,5,0,"Security, Parking",55000000,For Sale,2025-12-03
lavington,Apartment,3,2,3,"Security, Parking",90000,For Rent,2025-12-14
Dennis Pritt,Apartment,3,2,3,"Security, Parking",75000,For Rent,2025-12-31
Westlands Area,Apartment,1,1,1,"Security, Parking",95000,For Rent,2025-12-10
Hurlingham,Apartment,1,1,1,"Security, Parking",120000,For Rent,2026-01-29
Parklands,Apartment,4,4,4,"Security, Parking",130000,For Rent,2026-02-05
Nairobi Namanga road,Townhouse,4,4,0,"Security, Parking",17000000,For Sale,2025-11-20
Mtwapa,Villa,3,3,0,"Security, Parking",18500000,For Sale,2025-12-19
Westlands Area,Apartment,1,2,1,"Security, Parking",110000,For Rent,2025-12-14
Joska,Townhouse,4,4,0,"Security, Parking",11500000,For Sale,2026-01-04
Spring Valley,House,4,4,0,"Security, Parking",211840000,For Sale,2025-12-27
Limuru Road,Apartment,1,1,1012,"Security, Parking",25000,For Rent,2026-01-16
Diani,House,3,3,0,"Security, Parking",38000000,For Sale,2026-02-01
Rhapta Road,Apartment,3,3,3,"Security, Parking",75000,For Rent,2025-12-05
Donholm,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-30
Thika,House,6,6,0,"Security, Parking",45000000,For Sale,2026-02-12
Nairobi West,Apartment,0,1,0,"Security, Parking",65000,For Rent,2026-01-27
Buruburu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-06
Upperhill,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-13
Kiambu Rd,Apartment,2,2,2,"Security, Parking",50000,For Rent,2026-01-08
Nyali Area,House,4,4,0,"Security, Parking",90000000,For Sale,2026-02-11
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-19
Near citymall,Apartment,3,2,2500,"Security, Parking",60000,For Rent,2025-11-28
Thika Road,Apartment,2,2,2,"Security, Parking",100000,For Rent,2025-12-12
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-13
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-23
Hurlingham,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-29
Limuru Road,Apartment,2,2,4000,"Security, Parking",40000,For Rent,2026-02-02
kiambu road,Townhouse,3,3,0,"Security, Parking",6000000,For Sale,2026-01-18
Kilimani,Apartment,3,3,3,"Security, Parking",170000,For Rent,2025-12-06
Kilimani,Apartment,4,3,4,"Security, Parking",120000,For Rent,2026-01-10
Raphta rd,Apartment,2,2,2,"Security, Parking",95000,For Rent,2025-12-12
Laikipia Road,Apartment,3,3,3,"Security, Parking",180000,For Rent,2026-02-14
Kitisuru,Townhouse,4,4,0,"Security, Parking",135000000,For Sale,2026-01-07
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-06
Lavington,House,5,5,0,"Security, Parking",55000000,For Sale,2025-12-19
Kileleshwa,Apartment,3,3,3,"Security, Parking",100000,For Rent,2026-01-11
Kilimani,Apartment,3,2,3,"Security, Parking",70000,For Rent,2026-01-01
Marcus,Apartment,1,1,19,"Security, Parking",115000,For Rent,2025-12-15
Kitengela,House,4,4,0,"Security, Parking",17000000,For Sale,2026-02-12
Mombasa Island,Townhouse,3,3,0,"Security, Parking",28000000,For Sale,2026-01-20
Rhapta Road,Apartment,3,4,3,"Security, Parking",100000,For Rent,2025-12-12
Kilimani,Apartment,2,2,1250,"Security, Parking",75000,For Rent,2026-01-12
Runda,Townhouse,4,4,0,"Security, Parking",30000000,For Sale,2026-02-10
Kileleshwa,Apartment,2,2,2,"Security, Parking",100000,For Rent,2026-01-10
Four Ways,Townhouse,3,3,0,"Security, Parking",26000000,For Sale,2025-12-03
Lavington,Townhouse,5,5,0,"Security, Parking",43000000,For Sale,2026-01-09
Westlands Area,Apartment,3,3,3,"Security, Parking",90000,For Rent,2025-11-30
Othaya Road,Apartment,3,5,3,"Security, Parking",140000,For Rent,2026-01-21
Runda,Villa,6,6,0,"Security, Parking",150000000,For Sale,2026-02-06
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-21
Riara Road,Apartment,3,4,3,"Security, Parking",80000,For Rent,2025-12-02
Loresho,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-03
South C,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-20
1 Lower Kabete road,House,5,5,0,"Security, Parking",130000000,For Sale,2026-02-02
Gala lane,Apartment,2,1,2,"Security, Parking",44000,For Rent,2025-11-27
Lavington,Townhouse,4,4,0,"Security, Parking",55000000,For Sale,2026-01-17
grevallia,Townhouse,5,5,0,"Security, Parking",46000000,For Sale,2025-12-15
Kileleshwa,Townhouse,3,3,0,"Security, Parking",33000000,For Sale,2025-12-11
Duom Palm Street,House,5,5,0,"Security, Parking",100000000,For Sale,2026-01-17
Gigiri,House,4,4,0,"Security, Parking",110000000,For Sale,2026-01-25
kilimani,Apartment,3,3,3,"Security, Parking",90000,For Rent,2026-02-08
1,Apartment,3,2,3,"Security, Parking",60000,For Rent,2026-01-11
Lavington,Apartment,4,5,180,"Security, Parking",140000,For Rent,2026-01-29
01,Villa,5,5,0,"Security, Parking",30000000,For Sale,2025-11-27
Lavington,Apartment,2,2,2,"Security, Parking",160000,For Rent,2026-01-11
Kitisuru,Villa,6,6,0,"Security, Parking",500000000,For Sale,2025-11-19
Mombasa Road,House,6,6,0,"Security, Parking",133000000,For Sale,2025-12-23
Runda,House,7,7,0,"Security, Parking",130000000,For Sale,2025-12-08
Ruaka,Apartment,1,1,1,"Security, Parking",25000,For Rent,2025-12-23
kiambu road,Apartment,2,2,2,"Security, Parking",40000,For Rent,2026-01-14
Near Oasis Hospital mtwapa,Townhouse,3,3,0,"Security, Parking",7500000,For Sale,2026-01-15
Langata Area,Apartment,2,2,2,"Security, Parking",45000,For Rent,2025-12-01
Kindaruma Road,Apartment,2,2,2,"Security, Parking",150000,For Rent,2026-01-05
kilimani,Apartment,3,3,3,"Security, Parking",110000,For Rent,2025-11-27
Off Brookside Drive,Apartment,2,2,2,"Security, Parking",67500,For Rent,2026-01-23
Ruiru Greens,Townhouse,4,4,0,"Security, Parking",12000000,For Sale,2025-12-30
Kilimani,Apartment,2,1,2,"Security, Parking",75000,For Rent,2025-12-20
Diani,Villa,5,5,0,"Security, Parking",65000000,For Sale,2026-02-09
Kileleshwa,Apartment,3,4,227,"Security, Parking",125000,For Rent,2026-01-03
Fourways Junction Estate,Apartment,2,2,80,"Security, Parking",50000,For Rent,2025-12-25
Lower Kabete Road,Townhouse,5,5,0,"Security, Parking",100000000,For Sale,2026-01-15
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-11
Lavington,House,5,5,0,"Security, Parking",55000000,For Sale,2025-12-18
Kilimani,Apartment,2,2,140,"Security, Parking",110000,For Rent,2026-02-07
Statehouse Cresent,Apartment,3,3,3,"Security, Parking",65000,For Rent,2026-01-07
Turbo,Apartment,3,3,2023,"Security, Parking",85000,For Rent,2026-01-16
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-28
Kitengela,House,4,4,0,"Security, Parking",8700000,For Sale,2026-01-31
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-02-08
Lamalindina,Villa,3,3,0,"Security, Parking",20000000,For Sale,2026-02-09
890,House,5,5,0,"Security, Parking",300000000,For Sale,2026-01-24
masai lodge road,Villa,4,4,0,"Security, Parking",16000000,For Sale,2025-12-02
Kitisuru,Villa,7,7,0,"Security, Parking",600000000,For Sale,2025-12-10
Katani villas,Villa,5,5,0,"Security, Parking",18500000,For Sale,2026-02-08
mtwapa,House,5,5,0,"Security, Parking",60000000,For Sale,2026-02-13
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-13
Roysambu,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-30
riverside,Apartment,3,3,3,"Security, Parking",170000,For Rent,2025-12-02
Kileleshwa,Apartment,1,1,1,"Security, Parking",85000,For Rent,2026-02-06
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-15
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-02-15
Westlands Area,Apartment,2,3,2,"Security, Parking",150000,For Rent,2025-12-23
Rhapta Rd,Apartment,4,3,25,"Security, Parking",150000,For Rent,2025-11-19
Ruaka,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-11
Kilimani,Apartment,3,4,3,"Security, Parking",132000,For Rent,2025-12-27
Riverside,Apartment,3,3,3,"Security, Parking",120000,For Rent,2026-01-19
Kileleshwa,Apartment,0,1,0,"Security, Parking",0,For Sale,2025-12-27
Loresho,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-23
Westlands,Apartment,0,1,35,"Security, Parking",0,For Sale,2026-01-27
Next to premier hospital,Apartment,3,3,2500,"Security, Parking",40000,For Rent,2025-11-30
Thiong'o Road,Apartment,3,2,3,"Security, Parking",45000,For Rent,2025-12-15
Nyali Area,Townhouse,5,5,0,"Security, Parking",60000000,For Sale,2026-01-27
Kizingo,Townhouse,5,5,0,"Security, Parking",100000000,For Sale,2026-01-16
Mbaazi Avenue,Apartment,2,2,95,"Security, Parking",95000,For Rent,2025-12-27
Lavington,House,5,5,0,"Security, Parking",72000000,For Sale,2025-12-08
Runda Mumwe,Townhouse,4,4,0,"Security, Parking",60000000,For Sale,2025-12-02
Karen,Apartment,2,1,2,"Security, Parking",60000,For Rent,2025-12-08
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-20
Kabarnet Road Kilimani,Apartment,3,4,3,"Security, Parking",90000,For Rent,2026-01-01
New,Apartment,2,2,2,"Security, Parking",90000,For Rent,2026-01-04
Kileleshwa,Apartment,3,4,196,"Security, Parking",120000,For Rent,2025-12-04
Ridgeways,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-02
Windsor,Villa,4,4,0,"Security, Parking",59000000,For Sale,2025-12-26
Kenyatta road,Villa,5,5,0,"Security, Parking",38000000,For Sale,2026-01-03
Kilimani,House,4,4,0,"Security, Parking",38000000,For Sale,2026-01-15
Riruta,Apartment,0,1,0,"Security, Parking",0,For Sale,2026-01-07
KIKUYU,Townhouse,4,4,0,"Security, Parking",12000000,For Sale,2026-01-24
kilimani,Apartment,3,2,3,"Security, Parking",95000,For Rent,2025-12-13
Kitengela,House,4,4,0,"Security, Parking",16000000,For Sale,2025-11-21
Kileleshwa,Apartment,3,4,3,"Security, Parking",115000,For Rent,2025-12-21
East Church Road,Apartment,4,4,279,"Security, Parking",120000,For Rent,2026-01-09
Riverside,Apartment,3,3,3,"Security, Parking",280000,For Rent,2026-02-03
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-16
Ongata Rongai,House,3,3,0,"Security, Parking",6800000,For Sale,2025-11-24
Riverside,House,3,3,0,"Security, Parking",45000000,For Sale,2025-11-30
Spring Valley,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-26
Nyali Area,Townhouse,4,4,0,"Security, Parking",41000000,For Sale,2025-12-30
Nyali,Apartment,3,4,2840,"Security, Parking",130000,For Rent,2026-01-17
Kiambu Road,Apartment,3,2,3,"Security, Parking",55000,For Rent,2026-01-01
Rongai,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-30
Rhapta Road,Apartment,1,1,1,"Security, Parking",110000,For Rent,2026-01-13
Thindigua,House,3,3,0,"Security, Parking",14000000,For Sale,2026-01-31
Gigiri,House,5,5,0,"Security, Parking",230000000,For Sale,2026-02-08
Kileleshwa,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-04
Nairobi West,Apartment,0,1,0,"Security, Parking",35000,For Rent,2026-01-09
mugutha,Villa,4,4,0,"Security, Parking",13500000,For Sale,2026-02-03
Parklands,Apartment,3,3,3,"Security, Parking",120000,For Rent,2025-12-05
Kilimani,Apartment,2,2,2,"Security, Parking",170000,For Rent,2025-12-29
Kilimani,Apartment,3,3,3,"Security, Parking",95000,For Rent,2025-12-24
Boma road,Townhouse,3,3,0,"Security, Parking",21000000,For Sale,2025-12-26
Malindi,House,4,4,0,"Security, Parking",35000000,For Sale,2026-01-29
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-09
67,House,5,5,0,"Security, Parking",130000000,For Sale,2026-01-16
Mtwapa Weigh Bridge,Townhouse,3,3,0,"Security, Parking",8500000,For Sale,2025-12-28
Lavington,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-26
Ruaka,Apartment,3,2,3,"Security, Parking",70000,For Rent,2025-12-21
Mogotio Road,Apartment,3,3,3,"Security, Parking",65000,For Rent,2025-12-20
Kitale Lane,Apartment,2,2,13,"Security, Parking",180000,For Rent,2026-02-14
Limuru Road,Apartment,2,2,4047,"Security, Parking",28000,For Rent,2025-11-20
Westlands,Apartment,0,1,0,"Security, Parking",0,For Sale,2025-12-24
Ruiru,Townhouse,3,3,0,"Security, Parking",8500000,For Sale,2025-11-24
Runda,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-19
Karen Hardy,House,4,4,0,"Security, Parking",75000000,For Sale,2026-01-13
Donholm,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-03
Brookside,Apartment,4,4,4,"Security, Parking",150000,For Rent,2025-12-31
Kasarani,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-12-06
kilimani,Apartment,3,3,3,"Security, Parking",130000,For Rent,2026-01-11
Langata,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-08
Ngong Road,Apartment,3,2,113,"Security, Parking",70000,For Rent,2025-12-03
Kileleshwa,Apartment,3,3,3,"Security, Parking",150000,For Rent,2026-02-03
Ngecha Road,Villa,4,4,0,"Security, Parking",65000000,For Sale,2025-12-21
Garden Estate,House,5,5,0,"Security, Parking",59000000,For Sale,2026-01-04
Brookside,Apartment,3,4,3,"Security, Parking",180000,For Rent,2026-01-29
Lavington,Townhouse,5,5,0,"Security, Parking",50600000,For Sale,2025-12-02
Serena,Villa,3,3,0,"Security, Parking",75000000,For Sale,2025-12-15
Kiambu Road,House,4,4,0,"Security, Parking",34450000,For Sale,2026-02-06
Bomas of kenya,Villa,5,5,0,"Security, Parking",135000000,For Sale,2025-12-23
Westlands,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-21
Parklands,Apartment,2,2,2,"Security, Parking",45000,For Rent,2025-12-02
Thika Road,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-12-28
Precious Gardens Estate,Apartment,3,3,51,"Security, Parking",40000,For Rent,2026-01-31
Rosslyn,Apartment,0,1,35,"Security, Parking",0,For Rent,2025-11-27
Parklands,Apartment,0,1,35,"Security, Parking",0,For Sale,2025-11-28
Westlands Area,Apartment,3,3,2300,"Security, Parking",67000,For Rent,2025-12-28
Lower Kabete,Townhouse,4,4,0,"Security, Parking",49000000,For Sale,2025-12-08
Syokimau,Apartment,0,1,35,"Security, Parking",0,For Rent,2026-01-21
Rhapta Road,Apartment,2,2,2,"Security, Parking",75000,For Rent,2025-12-02
Lavington,Townhouse,5,5,0,"Security, Parking",75000000,For Sale,2025-11-29
